Claim_ID,Customer_ID,Policy_Number,Age,Gender,Region,Policy_Type,Premium_Amount,Coverage_Amount,Claim_Amount,Claim_Type,Credit_Score,Fraud_Risk_Score,Fraud_Flag,Claim_Status,Settlement_Amount
CLM018799,CUST004730,POL0331490,51,Male,East,Auto,436.32,91620.46,4303.61,Theft,362,5.2,No,Rejected,4125.06
CLM018800,CUST015218,POL0496406,35,Female,East,Auto,351.59,74222.04,30924.07,Accident,519,31.78,No,Approved,22884.71
CLM018801,CUST017538,POL0871485,39,Male,North,Life,2173.09,18752.05,41937.58,Property,676,50.78,No,Approved,27230.62
CLM018802,CUST009515,POL0350364,43,Female,East,Auto,4777.4,93702.28,5722.6,Theft,410,48.78,No,Approved,2976.29
CLM018803,CUST003111,POL0848944,56,Female,West,Auto,3278.92,95578.84,38504.95,Accident,334,48.95,No,Approved,38294.42
CLM018804,CUST019279,POL0119419,53,Male,East,Home,2719.32,43162.55,12508.58,Medical,533,66.38,No,Approved,6923.29
CLM018805,CUST001266,POL0567284,36,Female,West,Auto,4613.73,48667.45,30816.1,Property,341,37.95,No,Approved,28060.98
CLM018806,CUST017253,POL0735073,78,Male,East,Auto,1894.08,75175.52,16984.48,Accident,355,1.86,No,Rejected,9637.35
CLM018807,CUST001785,POL0419682,22,Female,West,Home,1049.68,56605.26,7431.04,Theft,785,28.17,No,Approved,3956.91
CLM018808,CUST017786,POL0348717,57,Male,East,Home,1254.38,98994.91,23110.47,Accident,634,78.67,Yes,Under Review,18681.3
CLM018809,CUST007037,POL0011215,64,Male,North,Auto,3493.87,8676.9,11179.85,Medical,499,41.48,No,Approved,6694.43
CLM018810,CUST001821,POL0395663,54,Female,West,Health,1683.04,97260.27,17638.27,Medical,695,13.54,No,Rejected,12771.33
CLM018811,CUST003745,POL0392585,56,Female,South,Auto,3336.5,99170.15,32262.06,Accident,548,56.64,No,Approved,27753.29
CLM018812,CUST000535,POL0359884,28,Female,West,Life,2085.46,31928.06,29906.82,Accident,568,51.5,No,Approved,18281.26
CLM018813,CUST013252,POL0867737,55,Male,North,Home,2500.57,59254.26,41661.68,Property,711,77.61,Yes,Under Review,37325.89
CLM018814,CUST010242,POL0148416,24,Female,West,Home,3935.86,78649.29,13133.39,Property,757,14.54,No,Approved,9479.76
CLM018815,CUST018675,POL0872523,27,Male,East,Home,1937.33,25885.61,30664.67,Theft,792,11.61,No,Rejected,21202.98
CLM018816,CUST004157,POL0531235,68,Male,South,Life,554.4,83253.92,21667.53,Medical,803,60.72,No,Approved,12324.52
CLM018817,CUST016906,POL0473483,21,Male,South,Auto,2816.98,13507.41,6248.4,Medical,616,5.91,No,Approved,5268.95
CLM018818,CUST014154,POL0602873,75,Female,South,Home,3880.04,50208.86,22768.38,Property,686,75.53,Yes,Under Review,21500.8
CLM018819,CUST003623,POL0416049,69,Female,East,Auto,4644.23,23963.08,42023.92,Medical,724,60.92,No,Approved,22550.63
CLM018820,CUST001076,POL0007464,30,Male,East,Health,3405.91,18178.62,29108.8,Accident,825,85.98,Yes,Under Review,18394.0
CLM018821,CUST018417,POL0032918,48,Male,West,Life,1292.11,55219.85,49247.44,Accident,447,16.65,No,Approved,49186.19
CLM018822,CUST014530,POL0778429,20,Male,East,Health,2691.17,47443.75,13699.64,Accident,474,75.18,Yes,Under Review,10917.17
CLM018823,CUST002465,POL0840457,71,Male,South,Health,4835.5,11694.99,48314.49,Property,684,98.94,Yes,Under Review,30377.26
CLM018824,CUST002634,POL0081284,52,Female,West,Health,2125.71,29435.1,33172.33,Theft,751,25.03,No,Approved,16867.35
CLM018825,CUST013263,POL0796174,75,Female,West,Auto,229.38,20808.68,26141.16,Theft,538,78.63,Yes,Under Review,18574.13
CLM018826,CUST011123,POL0724847,26,Female,West,Health,4273.6,13943.27,2053.05,Theft,629,27.02,No,Approved,1670.78
CLM018827,CUST010741,POL0377798,58,Female,North,Life,1119.22,77035.36,38447.91,Theft,373,68.08,No,Approved,32627.07
CLM018828,CUST000520,POL0205622,31,Male,East,Home,4858.81,7797.72,8095.68,Property,638,84.11,Yes,Under Review,4713.19
CLM018829,CUST002318,POL0018234,69,Male,North,Health,613.5,45660.42,9308.17,Property,413,96.79,Yes,Under Review,6280.02
CLM018830,CUST003741,POL0123123,26,Female,South,Home,2311.26,39277.42,36163.05,Property,835,37.49,No,Approved,27429.01
CLM018831,CUST019696,POL0891336,43,Male,North,Auto,3056.34,31928.45,48409.15,Property,465,85.53,Yes,Under Review,32718.87
CLM018832,CUST010032,POL0022748,74,Male,North,Home,3386.81,55654.48,9550.02,Accident,591,46.36,No,Approved,7583.53
CLM018833,CUST003118,POL0471862,20,Female,South,Home,3537.91,75930.53,23479.19,Property,826,25.77,No,Approved,15430.25
CLM018834,CUST005424,POL0603512,73,Male,North,Home,4283.16,91104.22,23340.93,Medical,455,56.22,No,Approved,16334.1
CLM018835,CUST009961,POL0181186,56,Female,South,Auto,1799.54,52243.63,38176.33,Medical,526,35.97,No,Approved,25149.65
CLM018836,CUST002122,POL0398952,38,Male,South,Auto,504.0,74595.55,8753.0,Property,308,75.94,Yes,Under Review,5105.36
CLM018837,CUST012069,POL0464207,59,Female,South,Life,3695.8,64089.27,3951.13,Medical,543,96.05,Yes,Under Review,3930.8
CLM018838,CUST017145,POL0711218,24,Female,South,Life,3866.48,56742.08,26050.65,Medical,688,1.68,No,Approved,13761.62
CLM018839,CUST001223,POL0465181,25,Female,North,Health,375.09,55475.87,5178.46,Accident,631,85.92,Yes,Under Review,4358.7
CLM018840,CUST000132,POL0135013,79,Male,South,Health,3068.34,12376.46,46037.33,Accident,398,29.93,No,Approved,29394.41
CLM018841,CUST003925,POL0492797,19,Male,East,Home,3133.62,78862.23,26904.45,Property,785,95.52,Yes,Under Review,21094.42
CLM018842,CUST003125,POL0598865,32,Male,West,Auto,4157.04,28810.51,26644.74,Theft,842,22.76,No,Approved,14382.96
CLM018843,CUST012970,POL0844241,52,Female,South,Health,1816.97,32041.55,16379.01,Theft,505,73.05,No,Approved,13800.75
CLM018844,CUST012920,POL0234116,57,Male,East,Auto,669.9,97460.62,44859.11,Theft,647,25.51,No,Approved,44005.42
CLM018845,CUST008474,POL0347484,25,Male,West,Health,3876.46,35577.17,13653.49,Accident,564,25.95,No,Approved,12560.65
CLM018846,CUST019964,POL0539245,71,Male,North,Life,3305.17,69381.45,14745.92,Theft,690,99.5,Yes,Under Review,8331.5
CLM018847,CUST004099,POL0690694,66,Male,North,Life,623.33,96816.7,26469.46,Property,445,22.1,No,Approved,14235.74
CLM018848,CUST007827,POL0082707,73,Female,East,Home,4818.54,94730.7,22748.23,Medical,743,53.78,No,Approved,18756.06
CLM018849,CUST015235,POL0203979,79,Female,East,Health,1115.26,86781.78,21846.31,Property,671,61.42,No,Approved,19184.34
CLM018850,CUST007348,POL0806181,60,Female,West,Home,3248.28,39239.12,35796.82,Theft,526,66.95,No,Approved,32034.28
CLM018851,CUST017888,POL0319433,74,Male,South,Health,942.14,25320.01,12575.23,Medical,574,66.89,No,Approved,6436.85
CLM018852,CUST004357,POL0427721,60,Male,East,Auto,3486.41,65786.77,48469.56,Theft,501,37.49,No,Approved,41021.4
CLM018853,CUST001642,POL0448335,77,Female,South,Home,4934.31,23132.78,13120.61,Medical,338,66.61,No,Approved,13055.22
CLM018854,CUST006497,POL0686687,70,Male,West,Health,3510.43,76402.54,43195.8,Property,668,49.43,No,Approved,27233.97
CLM018855,CUST013751,POL0050817,75,Male,West,Home,3907.42,57026.33,23577.49,Medical,668,14.11,No,Approved,21128.76
CLM018856,CUST002319,POL0136573,45,Male,East,Home,2394.89,88447.96,48199.47,Medical,845,49.53,No,Approved,35740.58
CLM018857,CUST010156,POL0599974,51,Male,North,Life,1396.89,9333.52,32236.45,Medical,522,71.3,No,Approved,19985.97
CLM018858,CUST009525,POL0729969,48,Male,North,Auto,530.69,64517.78,17382.53,Accident,452,86.62,Yes,Under Review,10244.59
CLM018859,CUST008797,POL0232611,32,Male,South,Life,3061.81,49323.68,4682.9,Accident,783,8.57,No,Rejected,3956.16
CLM018860,CUST015479,POL0305773,37,Male,West,Health,3074.05,67180.42,33600.02,Medical,466,85.52,Yes,Under Review,22031.61
CLM018861,CUST012093,POL0718024,75,Female,North,Life,3948.29,96642.35,19593.18,Medical,585,96.75,Yes,Under Review,12590.64
CLM018862,CUST007734,POL0733751,45,Female,East,Health,3465.58,36601.29,11487.44,Theft,666,1.95,No,Approved,8643.05
CLM018863,CUST005550,POL0640930,28,Female,West,Auto,2674.05,27098.27,36490.94,Property,757,68.9,No,Approved,28020.81
CLM018864,CUST012092,POL0578568,78,Male,North,Life,3128.61,52004.4,49133.63,Accident,544,66.73,No,Approved,32036.41
CLM018865,CUST001972,POL0577415,76,Female,North,Auto,1672.43,96847.66,10891.81,Accident,464,69.99,No,Approved,7464.13
CLM018866,CUST005530,POL0102143,23,Male,West,Health,4743.16,67299.91,6918.34,Theft,703,23.36,No,Approved,6340.13
CLM018867,CUST007802,POL0525853,40,Female,North,Life,1088.09,65728.26,20037.9,Accident,344,63.9,No,Approved,12808.5
CLM018868,CUST012175,POL0814153,54,Female,East,Health,2654.45,33775.08,19784.0,Theft,696,63.49,No,Approved,19778.63
CLM018869,CUST018905,POL0049402,67,Male,West,Life,1733.0,85478.4,40241.18,Theft,683,51.84,No,Rejected,31968.41
CLM018870,CUST014805,POL0743968,59,Male,West,Health,3883.78,98647.71,46609.34,Theft,519,91.61,Yes,Under Review,45922.02
CLM018871,CUST006472,POL0120446,62,Male,South,Health,1665.05,89340.04,44346.11,Medical,581,61.17,No,Approved,26155.04
CLM018872,CUST000710,POL0024305,50,Male,West,Life,3864.65,33640.15,42217.96,Theft,654,99.59,Yes,Under Review,23911.84
CLM018873,CUST000624,POL0213438,36,Male,North,Auto,3014.94,50657.41,45131.73,Medical,352,55.37,No,Approved,39047.83
CLM018874,CUST001337,POL0339595,68,Male,South,Life,581.29,24289.01,26243.09,Medical,798,96.73,Yes,Under Review,16393.07
CLM018875,CUST009086,POL0539737,56,Male,East,Health,2991.28,51244.87,28449.15,Accident,369,80.66,Yes,Under Review,14243.72
CLM018876,CUST018239,POL0035928,43,Female,South,Auto,607.11,92696.99,27555.96,Theft,451,26.58,No,Approved,14432.01
CLM018877,CUST002170,POL0060554,31,Male,West,Health,3818.97,6458.09,19767.21,Medical,432,53.9,No,Rejected,10817.92
CLM018878,CUST014599,POL0629046,18,Female,West,Health,3253.37,64912.02,33683.82,Accident,812,26.69,No,Approved,21695.72
CLM018879,CUST003734,POL0192510,46,Female,North,Auto,2184.88,9241.46,27548.57,Accident,747,63.29,No,Rejected,26779.71
CLM018880,CUST018224,POL0724056,66,Female,North,Life,1493.75,63222.48,31308.45,Property,350,77.92,Yes,Under Review,20272.04
CLM018881,CUST013510,POL0677489,23,Female,East,Life,1973.14,32197.27,46332.15,Medical,341,89.63,Yes,Under Review,36760.65
CLM018882,CUST016783,POL0409519,33,Female,West,Home,3959.64,87941.68,9183.9,Theft,837,46.66,No,Approved,6482.55
CLM018883,CUST007883,POL0295623,37,Female,East,Health,3184.58,95289.04,37327.44,Property,826,46.08,No,Rejected,36826.42
CLM018884,CUST000788,POL0426471,21,Male,North,Auto,897.51,56029.48,30413.94,Medical,327,55.09,No,Rejected,20926.43
CLM018885,CUST006693,POL0195397,39,Female,South,Health,4508.39,8026.99,20477.1,Accident,767,94.42,Yes,Under Review,19301.38
CLM018886,CUST002195,POL0727455,61,Female,West,Auto,780.25,19184.71,45920.13,Theft,545,77.6,Yes,Under Review,35838.79
CLM018887,CUST017789,POL0022937,55,Male,West,Auto,2699.48,88378.11,41154.05,Theft,391,39.27,No,Approved,39831.34
CLM018888,CUST003810,POL0710025,44,Male,North,Auto,926.51,9773.99,48262.47,Accident,510,10.93,No,Approved,36010.67
CLM018889,CUST015314,POL0608655,67,Female,South,Life,207.1,72337.0,46490.55,Accident,569,76.17,Yes,Under Review,26381.55
CLM018890,CUST011194,POL0153403,70,Male,West,Auto,2903.36,12679.21,6766.83,Property,479,59.64,No,Approved,5307.6
CLM018891,CUST005608,POL0797897,46,Male,South,Auto,510.09,56074.65,30791.9,Accident,736,8.51,No,Approved,24716.77
CLM018892,CUST002745,POL0190418,65,Female,South,Health,3337.16,74611.01,2150.92,Property,762,76.46,Yes,Under Review,1307.47
CLM018893,CUST016090,POL0806768,64,Male,North,Life,1115.01,27630.1,21446.88,Theft,475,45.01,No,Rejected,20684.89
CLM018894,CUST019932,POL0043246,33,Male,South,Home,2732.14,43489.55,19584.92,Accident,638,13.56,No,Approved,10251.68
CLM018895,CUST012524,POL0784136,30,Male,North,Life,834.36,69744.55,3667.09,Medical,472,41.75,No,Approved,3318.88
CLM018896,CUST007742,POL0066275,76,Female,East,Life,2800.39,9313.28,26529.23,Medical,831,32.05,No,Approved,13644.9
CLM018897,CUST012381,POL0097066,47,Female,North,Health,1014.22,79534.85,16018.51,Property,820,24.85,No,Approved,13550.31
CLM018898,CUST009778,POL0292486,62,Female,South,Auto,2725.38,16955.78,40661.41,Accident,703,92.62,Yes,Under Review,23975.55
CLM018899,CUST009142,POL0396500,47,Male,South,Life,3853.56,56464.87,42491.48,Theft,303,69.99,No,Approved,33467.29
CLM018900,CUST010697,POL0437671,56,Male,South,Life,1377.42,7252.27,14270.59,Property,456,66.17,No,Approved,7780.57
CLM018901,CUST009367,POL0877956,75,Male,East,Health,2455.5,90484.8,40314.98,Accident,731,29.34,No,Approved,37028.05
CLM018902,CUST018014,POL0250730,18,Female,East,Home,3549.08,78837.95,25424.75,Accident,339,93.73,Yes,Under Review,22459.56
CLM018903,CUST010121,POL0193452,66,Female,West,Life,1604.99,29328.17,31518.63,Accident,374,71.83,No,Approved,30095.88
CLM018904,CUST016285,POL0458260,40,Female,East,Life,4699.82,83380.27,12340.54,Accident,432,80.82,Yes,Under Review,9286.6
CLM018905,CUST007092,POL0403640,63,Female,East,Auto,4380.71,10707.46,19094.93,Accident,410,82.27,Yes,Under Review,16234.62
CLM018906,CUST006387,POL0897608,29,Female,West,Auto,4388.18,96962.47,45196.61,Medical,330,31.9,No,Rejected,32560.07
CLM018907,CUST007211,POL0256019,18,Male,West,Auto,254.93,7334.9,16819.8,Accident,406,37.17,No,Approved,12826.8
CLM018908,CUST019351,POL0574451,74,Female,South,Health,3375.29,43936.5,14478.08,Accident,803,81.44,Yes,Under Review,9687.05
CLM018909,CUST013079,POL0316016,57,Female,South,Health,3505.95,51789.12,4400.12,Accident,701,47.08,No,Approved,2556.16
CLM018910,CUST018566,POL0249065,72,Male,West,Health,799.85,90631.98,43411.67,Property,463,71.66,No,Approved,39747.18
CLM018911,CUST006552,POL0031481,60,Female,North,Auto,3183.1,39345.35,5027.5,Property,784,67.06,No,Approved,3943.23
CLM018912,CUST016507,POL0411967,34,Female,East,Health,3533.42,82890.9,33816.89,Property,654,34.74,No,Approved,21174.86
CLM018913,CUST014629,POL0435582,20,Female,East,Auto,1482.0,91001.26,12828.12,Theft,455,14.13,No,Approved,9009.57
CLM018914,CUST017600,POL0135090,68,Female,East,Health,1382.36,6671.4,21296.52,Accident,574,68.59,No,Approved,21143.07
CLM018915,CUST018336,POL0437009,77,Male,East,Health,1958.22,14245.68,39331.8,Accident,410,75.83,Yes,Under Review,30535.98
CLM018916,CUST009918,POL0580431,63,Female,East,Home,294.9,24090.28,15621.89,Property,667,61.09,No,Approved,13220.34
CLM018917,CUST010116,POL0170364,75,Male,East,Auto,2173.72,91136.17,16795.42,Medical,732,38.65,No,Approved,14455.64
CLM018918,CUST015620,POL0510233,61,Male,East,Auto,2733.07,85074.47,21336.24,Medical,413,43.83,No,Approved,19185.74
CLM018919,CUST016408,POL0253948,60,Male,South,Home,4257.87,60110.57,40093.15,Accident,615,85.25,Yes,Under Review,23378.86
CLM018920,CUST002574,POL0636097,52,Male,East,Home,3770.83,22084.0,19899.87,Property,725,30.55,No,Approved,13845.99
CLM018921,CUST014002,POL0837523,72,Male,East,Auto,1394.95,7223.74,19740.07,Medical,602,74.28,No,Approved,18203.54
CLM018922,CUST013885,POL0568453,63,Female,West,Home,1725.91,93003.94,48107.47,Accident,470,81.77,Yes,Under Review,28104.44
CLM018923,CUST015184,POL0508093,23,Male,South,Home,4677.29,70013.73,10018.69,Medical,619,85.66,Yes,Under Review,8045.68
CLM018924,CUST008894,POL0360497,47,Male,East,Life,4688.36,51092.32,15072.99,Theft,628,41.96,No,Approved,10156.68
CLM018925,CUST005168,POL0818100,50,Female,West,Health,1376.15,93829.37,36955.2,Property,738,43.61,No,Approved,27940.57
CLM018926,CUST010432,POL0754308,72,Female,West,Life,527.27,8605.62,33325.21,Theft,802,37.18,No,Approved,23844.62
CLM018927,CUST016368,POL0300839,69,Male,North,Life,3811.75,56075.84,34915.27,Medical,352,71.47,No,Approved,18929.1
CLM018928,CUST001725,POL0259436,39,Female,East,Auto,2653.11,18235.26,31773.78,Theft,845,1.36,No,Approved,21552.84
CLM018929,CUST005331,POL0211812,51,Male,West,Auto,963.23,77792.34,4926.06,Theft,620,96.24,Yes,Under Review,2526.99
CLM018930,CUST009894,POL0398587,20,Male,East,Life,3728.69,33142.07,28364.48,Theft,738,73.63,No,Approved,21586.84
CLM018931,CUST007080,POL0789329,39,Female,South,Health,3157.98,54414.08,48775.71,Theft,358,70.16,No,Approved,30420.31
CLM018932,CUST008798,POL0811800,46,Male,South,Life,836.5,32439.29,23115.78,Property,698,43.86,No,Rejected,13457.3
CLM018933,CUST008313,POL0567090,29,Male,South,Auto,4290.77,5388.87,15730.35,Accident,589,78.46,Yes,Under Review,8622.43
CLM018934,CUST012492,POL0260985,40,Male,North,Life,3400.82,57303.27,28973.06,Accident,720,10.7,No,Approved,20309.79
CLM018935,CUST012076,POL0044204,65,Male,West,Home,953.16,88326.16,13341.0,Property,729,46.31,No,Approved,10304.47
CLM018936,CUST000033,POL0835062,34,Male,West,Auto,4004.96,49502.75,11816.42,Accident,695,99.16,Yes,Under Review,11218.43
CLM018937,CUST012542,POL0671622,42,Female,North,Home,1640.66,37813.9,30503.74,Property,339,10.98,No,Rejected,15693.26
CLM018938,CUST011612,POL0715967,56,Female,East,Health,1276.2,84377.79,25362.0,Medical,684,89.02,Yes,Under Review,22471.18
CLM018939,CUST007656,POL0487229,43,Male,West,Life,3835.52,17897.88,41348.13,Accident,506,36.88,No,Approved,37419.1
CLM018940,CUST007536,POL0846832,53,Male,East,Home,4839.98,25689.61,38701.27,Property,734,63.6,No,Approved,20329.69
CLM018941,CUST014266,POL0560838,43,Female,North,Auto,1843.66,51771.17,6398.52,Property,349,45.87,No,Approved,5453.02
CLM018942,CUST012948,POL0077975,33,Female,West,Auto,3146.16,38836.13,2721.94,Medical,598,70.72,No,Approved,1940.76
CLM018943,CUST005543,POL0003429,72,Female,South,Home,532.53,8176.96,10175.42,Accident,339,49.29,No,Approved,8338.07
CLM018944,CUST017088,POL0564263,47,Female,North,Health,3512.82,49908.94,13897.2,Medical,563,16.45,No,Approved,12966.01
CLM018945,CUST018581,POL0597259,39,Male,North,Auto,2418.37,84260.73,45836.85,Theft,307,83.76,Yes,Under Review,32738.53
CLM018946,CUST008915,POL0577120,68,Male,South,Life,4919.43,42425.7,24952.32,Accident,721,12.12,No,Approved,24883.37
CLM018947,CUST006304,POL0863557,32,Female,South,Home,1390.41,72423.02,5913.23,Property,667,56.79,No,Approved,3141.42
CLM018948,CUST013812,POL0187412,75,Male,West,Home,4057.44,76844.08,10526.72,Theft,360,95.79,Yes,Under Review,7825.14
CLM018949,CUST012534,POL0073969,28,Male,West,Auto,3269.91,97425.71,44739.82,Property,379,87.87,Yes,Under Review,43879.76
CLM018950,CUST018694,POL0259040,46,Male,North,Home,1608.82,44915.25,39944.27,Medical,731,24.99,No,Rejected,37453.0
CLM018951,CUST001237,POL0341412,35,Male,North,Health,811.83,87013.31,40726.86,Medical,567,99.96,Yes,Under Review,37583.56
CLM018952,CUST015803,POL0684860,38,Male,West,Health,602.16,28552.9,22311.65,Theft,702,70.28,No,Rejected,21890.19
CLM018953,CUST018503,POL0799698,29,Female,East,Life,1665.14,23077.07,6981.51,Property,710,3.49,No,Approved,3631.69
CLM018954,CUST017122,POL0842225,53,Female,North,Life,2676.6,99640.6,9379.8,Accident,784,19.04,No,Approved,7689.88
CLM018955,CUST018493,POL0488663,53,Female,South,Life,955.6,73971.92,45404.14,Property,615,15.12,No,Approved,31908.6
CLM018956,CUST013129,POL0489493,70,Female,North,Life,2651.91,88067.31,36174.05,Property,548,36.04,No,Approved,23061.74
CLM018957,CUST011022,POL0772959,62,Female,East,Home,953.07,14927.06,41839.39,Property,730,38.61,No,Approved,39029.76
CLM018958,CUST008864,POL0007135,28,Female,South,Life,3252.49,95852.54,18753.23,Medical,700,40.4,No,Approved,15366.75
CLM018959,CUST010002,POL0858143,31,Male,East,Life,4465.79,74919.54,1162.53,Accident,765,65.58,No,Approved,998.63
CLM018960,CUST013688,POL0749010,56,Female,South,Health,2483.2,45240.62,20364.73,Property,828,23.78,No,Rejected,10367.86
CLM018961,CUST018450,POL0291796,51,Female,East,Home,1094.74,86528.01,14019.78,Theft,825,25.41,No,Approved,10537.83
CLM018962,CUST004105,POL0688587,22,Male,South,Life,4974.47,77333.94,34594.32,Theft,594,86.75,Yes,Under Review,28095.37
CLM018963,CUST014065,POL0077477,58,Male,East,Life,4881.06,72455.62,7445.61,Medical,628,4.69,No,Approved,5960.77
CLM018964,CUST016891,POL0262963,41,Male,East,Health,4934.9,36118.72,14215.23,Property,696,63.62,No,Approved,7798.36
CLM018965,CUST011225,POL0773772,28,Male,North,Auto,2549.41,25203.09,14532.76,Accident,469,31.02,No,Approved,13007.1
CLM018966,CUST019967,POL0357644,53,Male,South,Health,3085.66,8175.61,803.62,Medical,656,95.97,Yes,Under Review,627.11
CLM018967,CUST010727,POL0040846,62,Female,North,Home,396.93,5388.75,31279.09,Theft,605,33.53,No,Approved,30328.68
CLM018968,CUST006158,POL0231234,78,Male,North,Home,927.18,62552.01,18330.87,Medical,462,48.16,No,Rejected,13183.14
CLM018969,CUST019148,POL0855125,75,Male,East,Home,3659.73,76797.74,27128.26,Theft,365,35.13,No,Approved,17982.22
CLM018970,CUST018195,POL0164561,45,Male,West,Health,4458.45,70885.51,47720.86,Medical,782,23.67,No,Approved,35233.63
CLM018971,CUST002314,POL0034299,35,Female,West,Home,3328.7,67828.27,22676.31,Medical,543,31.1,No,Rejected,18803.57
CLM018972,CUST006879,POL0833266,22,Male,South,Life,2478.38,16683.16,36709.42,Medical,597,10.96,No,Rejected,32280.72
CLM018973,CUST013937,POL0468558,25,Male,South,Life,4338.49,54936.82,7669.98,Property,454,41.06,No,Rejected,5432.82
CLM018974,CUST004736,POL0796572,26,Female,South,Health,1445.99,41631.37,16432.29,Accident,493,96.77,Yes,Under Review,15236.27
CLM018975,CUST014264,POL0629909,68,Male,East,Life,3786.82,81866.15,18092.4,Theft,640,86.79,Yes,Under Review,15908.49
CLM018976,CUST019861,POL0545332,66,Female,West,Home,3940.88,44038.06,34879.46,Accident,514,89.26,Yes,Under Review,23611.46
CLM018977,CUST009767,POL0724228,24,Male,East,Life,3730.12,49067.97,11611.29,Medical,340,17.57,No,Approved,10104.85
CLM018978,CUST010009,POL0882439,49,Male,North,Home,3930.69,39003.89,47262.18,Theft,671,65.99,No,Approved,40149.72
CLM018979,CUST015681,POL0503510,68,Male,West,Home,505.85,54872.98,49532.86,Medical,380,43.73,No,Approved,35629.25
CLM018980,CUST005727,POL0664180,32,Male,West,Home,3861.33,48219.5,8310.73,Theft,380,53.57,No,Rejected,7333.96
CLM018981,CUST017881,POL0594335,50,Female,North,Auto,4739.1,10551.78,28350.09,Medical,790,85.94,Yes,Under Review,15820.03
CLM018982,CUST014233,POL0126343,52,Male,North,Auto,4219.93,12642.45,44824.96,Medical,442,15.92,No,Approved,27831.98
CLM018983,CUST017444,POL0756893,24,Female,South,Health,4964.26,29370.62,29238.05,Medical,302,32.09,No,Approved,20901.77
CLM018984,CUST010282,POL0682335,38,Male,South,Life,1824.69,84986.35,35682.05,Theft,520,76.99,Yes,Under Review,25289.04
CLM018985,CUST013248,POL0625502,36,Male,East,Home,3227.51,25528.82,19990.87,Theft,777,4.47,No,Approved,11681.3
CLM018986,CUST018743,POL0534673,63,Female,South,Home,896.28,64762.69,24058.34,Theft,518,94.06,Yes,Under Review,23987.65
CLM018987,CUST006057,POL0297973,69,Female,North,Auto,4071.87,28161.78,10864.2,Medical,345,95.47,Yes,Under Review,6633.38
CLM018988,CUST003933,POL0157701,72,Female,North,Auto,1338.87,62011.25,28019.02,Medical,361,47.21,No,Approved,23147.49
CLM018989,CUST006894,POL0541336,57,Male,East,Health,3670.48,30970.88,2369.12,Accident,825,78.06,Yes,Under Review,1847.6
CLM018990,CUST006190,POL0804789,20,Female,North,Auto,3447.6,90610.64,45920.22,Medical,532,82.23,Yes,Under Review,23762.53
CLM018991,CUST007654,POL0339756,21,Male,South,Health,967.5,50606.54,32131.7,Accident,347,8.27,No,Approved,18608.38
CLM018992,CUST009225,POL0704486,40,Male,West,Auto,988.1,54018.29,18281.12,Theft,411,0.73,No,Approved,14225.16
CLM018993,CUST001626,POL0088294,30,Male,West,Home,971.26,81959.12,6239.1,Theft,811,62.84,No,Approved,4346.36
CLM018994,CUST018574,POL0630156,52,Male,East,Health,3298.02,90627.51,45849.89,Property,583,88.45,Yes,Under Review,25247.52
CLM018995,CUST013319,POL0098449,33,Female,South,Life,4720.95,74797.45,18359.06,Accident,559,7.24,No,Approved,13244.23
CLM018996,CUST010189,POL0184469,71,Female,West,Auto,4533.39,24568.3,43826.58,Accident,706,84.42,Yes,Under Review,27252.18
CLM018997,CUST011961,POL0197303,60,Female,West,Life,3489.61,20609.78,32891.06,Property,472,22.37,No,Approved,16829.95
CLM018998,CUST001932,POL0727397,19,Female,East,Home,3678.17,89325.45,25835.15,Theft,794,57.26,No,Approved,21054.01
CLM018999,CUST014280,POL0399340,72,Male,West,Auto,858.11,35744.65,32112.25,Theft,550,56.92,No,Rejected,29950.92
CLM019000,CUST004947,POL0318107,46,Male,East,Auto,2552.29,62957.43,31651.06,Property,671,33.1,No,Approved,18513.03
CLM019001,CUST004480,POL0029688,18,Male,South,Home,4983.25,30133.72,11232.42,Theft,627,40.32,No,Approved,6242.91
CLM019002,CUST005620,POL0224016,56,Female,West,Life,4259.41,86443.85,33875.37,Accident,416,84.06,Yes,Under Review,22676.95
CLM019003,CUST004724,POL0698738,31,Male,East,Home,4909.05,40918.13,3019.32,Medical,561,70.89,No,Approved,1664.12
CLM019004,CUST005902,POL0322965,38,Female,South,Home,238.11,41729.56,37286.66,Medical,595,17.13,No,Approved,24065.36
CLM019005,CUST011161,POL0716974,76,Male,East,Auto,4727.97,40336.66,3762.41,Accident,306,65.93,No,Approved,3713.03
CLM019006,CUST009790,POL0826638,26,Male,South,Auto,4937.65,98810.91,11388.36,Medical,571,65.26,No,Approved,7526.48
CLM019007,CUST012549,POL0506135,43,Female,West,Life,2824.39,81281.04,17348.05,Property,304,41.23,No,Approved,15337.2
CLM019008,CUST012665,POL0004321,62,Male,South,Auto,3618.24,89046.02,2720.43,Medical,634,29.84,No,Approved,1853.32
CLM019009,CUST011192,POL0485884,63,Male,South,Health,3591.47,45981.61,17553.25,Theft,392,4.7,No,Approved,15389.59
CLM019010,CUST013372,POL0558786,22,Female,East,Home,1402.03,51440.24,33248.31,Property,549,19.99,No,Approved,20375.74
CLM019011,CUST004880,POL0252758,27,Female,North,Auto,363.18,26103.07,41817.24,Medical,553,98.24,Yes,Under Review,38122.52
CLM019012,CUST001438,POL0342639,32,Female,West,Health,4251.23,27577.97,33886.99,Accident,429,17.67,No,Rejected,21187.15
