log_id,Customer_ID,login_time,device_id,new_device_flag,ip_address,location_city,location_unusual_flag,network_type,authentication_result,failed_attempts_before_success,off_hours_login_flag
AUTH-023917,CUST011207,2026-03-26 16:02:06,DEV-D89BA042,0,160.81.177.26,Swakopmund,0,VPN,Success,0,0
AUTH-023918,CUST011207,2026-08-21 13:16:26,DEV-9AF3FB44,0,122.250.143.4,Walvis Bay,0,Mobile Data,Success,0,0
AUTH-023919,CUST011207,2026-06-18 14:10:51,DEV-9A3DF5C1,0,196.225.52.246,Henties Bay,0,Public Wi-Fi,Success,0,0
AUTH-023920,CUST011208,2026-07-11 11:34:23,DEV-12FA9F5C,0,221.192.57.197,Ondangwa,0,Public Wi-Fi,Success,0,0
AUTH-023921,CUST011210,2026-04-04 21:08:41,DEV-FB41B744,0,49.97.253.38,Keetmanshoop,1,VPN,Success,0,0
AUTH-023922,CUST011211,2026-09-04 19:10:44,DEV-5CED7A00,1,28.238.67.109,Karasburg,1,Home Wi-Fi,Success,0,0
AUTH-023923,CUST011211,2026-09-08 04:57:15,DEV-216C824F,0,183.158.18.41,Swakopmund,0,Mobile Data,Success,0,1
AUTH-023924,CUST011211,2026-08-31 04:25:52,DEV-14FBACC4,0,214.93.205.99,Tsumeb,1,VPN,Failed then Success,3,1
AUTH-023925,CUST011211,2026-04-25 21:55:40,DEV-14FBACC4,0,209.82.10.176,Tsumeb,1,Public Wi-Fi,Success,0,0
AUTH-023926,CUST011211,2026-06-30 03:17:40,DEV-216C824F,0,167.186.92.177,Keetmanshoop,1,Home Wi-Fi,Success,0,1
AUTH-023927,CUST011212,2026-07-10 11:22:01,DEV-3AA4DAE0,0,204.67.133.195,Katima Mulilo,0,Mobile Data,Success,0,0
AUTH-023928,CUST011212,2026-05-06 16:26:44,DEV-722CE86D,0,133.48.26.144,Keetmanshoop,1,Public Wi-Fi,Failed then Success,3,0
AUTH-023929,CUST011213,2026-05-30 19:12:47,DEV-99573D07,1,113.109.188.225,Karasburg,0,Home Wi-Fi,Failed then Success,1,0
AUTH-023930,CUST011214,2026-09-08 01:17:42,DEV-B800CF1C,0,218.84.149.149,Keetmanshoop,0,Public Wi-Fi,Success,0,1
AUTH-023931,CUST011214,2026-07-17 12:23:00,DEV-46526BAD,0,8.209.34.125,Karasburg,0,Home Wi-Fi,Success,0,0
AUTH-023932,CUST011215,2026-08-09 10:04:22,DEV-D944560C,0,81.132.147.65,Gobabis,0,Home Wi-Fi,Success,0,0
AUTH-023933,CUST011216,2026-07-08 08:07:24,DEV-C2660492,0,214.247.156.177,Keetmanshoop,0,Home Wi-Fi,Success,0,0
AUTH-023934,CUST011217,2026-07-11 18:42:26,DEV-BF1863E1,1,116.209.181.247,Luderitz,0,Home Wi-Fi,Success,0,0
AUTH-023935,CUST011217,2026-06-12 19:58:34,DEV-0AEE7DB7,0,126.138.88.152,Keetmanshoop,0,Home Wi-Fi,Failed then Success,1,0
AUTH-023936,CUST011217,2026-05-26 06:36:57,DEV-22EB5007,0,196.184.100.63,Katima Mulilo,1,Mobile Data,Success,0,0
AUTH-023937,CUST011218,2026-03-26 17:08:28,DEV-7032B5C9,0,4.120.127.255,Walvis Bay,0,Mobile Data,Success,0,0
AUTH-023938,CUST011218,2026-08-26 01:40:12,DEV-7032B5C9,0,207.14.246.193,Walvis Bay,0,Mobile Data,Success,0,1
AUTH-023939,CUST011218,2026-04-26 11:35:35,DEV-7032B5C9,0,183.128.36.100,Swakopmund,0,Mobile Data,Success,0,0
AUTH-023940,CUST011219,2026-06-15 19:51:55,DEV-6344F9CE,0,187.239.130.253,Ondangwa,0,Mobile Data,Success,0,0
AUTH-023941,CUST011219,2026-08-31 08:51:28,DEV-6344F9CE,0,170.89.96.172,Oshakati,0,Home Wi-Fi,Success,0,0
AUTH-023942,CUST011219,2026-08-15 19:50:19,DEV-6344F9CE,0,196.134.29.40,Tsumeb,0,Home Wi-Fi,Success,0,0
AUTH-023943,CUST011219,2026-07-24 14:02:31,DEV-6344F9CE,0,197.4.90.38,Oshakati,0,Home Wi-Fi,Success,0,0
AUTH-023944,CUST011220,2026-09-12 19:21:23,DEV-BAE5B81B,0,184.143.217.51,Walvis Bay,0,Mobile Data,Success,0,0
AUTH-023945,CUST011220,2026-04-02 11:42:13,DEV-BAE5B81B,0,205.170.74.227,Henties Bay,0,VPN,Success,0,0
AUTH-023946,CUST011221,2026-09-11 06:37:33,DEV-CC1788AC,0,214.58.161.147,Keetmanshoop,0,Mobile Data,Success,0,0
AUTH-023947,CUST011222,2026-06-12 18:49:54,DEV-F5987114,0,161.68.28.228,Tsumeb,0,Public Wi-Fi,Success,0,0
AUTH-023948,CUST011222,2026-06-15 11:41:08,DEV-B1F54977,0,163.57.229.114,Tsumeb,0,Mobile Data,Success,0,0
AUTH-023949,CUST011222,2026-05-23 10:30:29,DEV-B1F54977,0,158.218.213.64,Oshakati,0,Home Wi-Fi,Success,0,0
AUTH-023950,CUST011223,2026-06-30 14:04:32,DEV-3B4F6D5E,0,101.139.208.170,Oshakati,0,Home Wi-Fi,Success,0,0
AUTH-023951,CUST011223,2026-05-12 15:08:37,DEV-61738AC1,1,97.186.88.21,Rundu,1,VPN,Success,0,0
AUTH-023952,CUST011223,2026-05-28 12:04:53,DEV-3B4F6D5E,0,145.1.37.73,Tsumeb,0,Home Wi-Fi,Success,0,0
AUTH-023953,CUST011224,2026-07-11 00:35:47,DEV-292F0F62,0,116.179.119.93,Karasburg,0,Home Wi-Fi,Failed then Success,3,1
AUTH-023954,CUST011225,2026-08-28 20:26:49,DEV-00FF25A2,1,12.117.201.72,Henties Bay,0,Home Wi-Fi,Success,0,0
AUTH-023955,CUST011226,2026-03-24 21:20:42,DEV-EFC59937,1,194.19.178.122,Ondangwa,0,Mobile Data,Failed then Success,2,0
AUTH-023956,CUST011227,2026-04-18 11:29:04,DEV-74B66B01,0,9.0.137.31,Swakopmund,1,Mobile Data,Success,0,0
AUTH-023957,CUST011227,2026-06-17 03:42:53,DEV-74B66B01,0,180.100.113.123,Katima Mulilo,1,Mobile Data,Failed then Success,3,1
AUTH-023958,CUST011227,2026-04-21 18:13:25,DEV-74B66B01,0,146.78.228.82,Karasburg,0,Home Wi-Fi,Failed then Success,4,0
AUTH-023959,CUST011228,2026-09-18 06:29:20,DEV-DC1AF7F2,0,148.22.169.8,Luderitz,1,Public Wi-Fi,Success,0,0
AUTH-023960,CUST011229,2026-04-20 10:10:43,DEV-8AE82A8B,1,219.106.111.172,Rundu,0,Home Wi-Fi,Failed then Success,1,0
AUTH-023961,CUST011230,2026-07-04 15:22:56,DEV-0AA8A9DA,0,139.94.72.81,Katima Mulilo,0,Mobile Data,Success,0,0
AUTH-023962,CUST011230,2026-04-05 10:36:35,DEV-0AA8A9DA,0,210.133.238.101,Rundu,0,Public Wi-Fi,Success,0,0
AUTH-023963,CUST011231,2026-05-27 10:58:52,DEV-00416EC9,1,195.77.58.182,Oshakati,0,Mobile Data,Success,0,0
AUTH-023964,CUST011231,2026-06-10 07:38:00,DEV-1C397CE7,0,68.100.148.245,Karasburg,1,VPN,Success,0,0
AUTH-023965,CUST011232,2026-08-11 14:10:24,DEV-BFC4629B,0,170.34.181.48,Gobabis,0,Home Wi-Fi,Success,0,0
AUTH-023966,CUST011232,2026-08-25 20:42:45,DEV-08E81B34,0,151.148.5.75,Rundu,0,Mobile Data,Success,0,0
AUTH-023967,CUST011232,2026-09-02 06:14:06,DEV-BFC4629B,0,193.122.110.80,Rundu,0,Mobile Data,Success,0,0
AUTH-023968,CUST011234,2026-09-18 14:39:00,DEV-64B5AA74,1,67.85.56.207,Karasburg,1,VPN,Success,0,0
AUTH-023969,CUST011234,2026-07-05 13:54:42,DEV-457D19E6,1,201.89.159.190,Swakopmund,0,Mobile Data,Failed then Success,1,0
AUTH-023970,CUST011235,2026-06-18 19:03:34,DEV-7571FCED,0,130.199.241.118,Walvis Bay,0,Mobile Data,Success,0,0
AUTH-023971,CUST011235,2026-06-26 13:51:34,DEV-7571FCED,0,192.99.53.127,Walvis Bay,0,Home Wi-Fi,Failed then Success,1,0
AUTH-023972,CUST011235,2026-09-06 21:19:19,DEV-7571FCED,0,117.164.101.10,Walvis Bay,0,Home Wi-Fi,Success,0,0
AUTH-023973,CUST011236,2026-04-05 05:52:32,DEV-9110EF6D,1,166.232.210.206,Luderitz,0,Public Wi-Fi,Failed then Success,2,1
AUTH-023974,CUST011237,2026-04-10 14:54:30,DEV-F28D1D53,0,155.252.251.15,Oshakati,1,Public Wi-Fi,Success,0,0
AUTH-023975,CUST011237,2026-06-01 16:21:21,DEV-F28D1D53,0,220.40.213.8,Henties Bay,0,Mobile Data,Failed then Success,3,0
AUTH-023976,CUST011237,2026-05-15 09:30:52,DEV-F28D1D53,0,202.147.208.212,Keetmanshoop,1,Mobile Data,Failed then Success,2,0
AUTH-023977,CUST011237,2026-04-15 14:16:53,DEV-F28D1D53,0,133.100.168.56,Henties Bay,0,Public Wi-Fi,Success,0,0
AUTH-023978,CUST011237,2026-04-25 20:48:05,DEV-F28D1D53,0,125.29.95.16,Ondangwa,1,Public Wi-Fi,Failed then Success,1,0
AUTH-023979,CUST011238,2026-08-22 15:44:00,DEV-8502B68D,1,223.167.143.49,Swakopmund,0,Mobile Data,Success,0,0
AUTH-023980,CUST011239,2026-06-01 17:14:28,DEV-6EFFF0A8,0,118.225.154.195,Keetmanshoop,0,Home Wi-Fi,Failed then Success,1,0
AUTH-023981,CUST011239,2026-07-26 20:41:45,DEV-003A05A3,0,5.210.203.212,Luderitz,0,Mobile Data,Success,0,0
AUTH-023982,CUST011240,2026-09-07 14:11:43,DEV-A15DA856,1,213.168.17.230,Walvis Bay,0,VPN,Success,0,0
AUTH-023983,CUST011240,2026-07-31 17:48:40,DEV-E4E8E390,0,81.209.156.105,Walvis Bay,0,Home Wi-Fi,Success,0,0
AUTH-023984,CUST011241,2026-08-07 12:31:23,DEV-7BE880C6,1,59.213.46.215,Swakopmund,0,Home Wi-Fi,Success,0,0
AUTH-023985,CUST011241,2026-08-08 07:22:14,DEV-4E57D9B3,0,32.92.194.85,Walvis Bay,0,Home Wi-Fi,Success,0,0
AUTH-023986,CUST011241,2026-06-21 11:31:54,DEV-A7F4842A,1,151.63.59.9,Luderitz,1,Public Wi-Fi,Failed then Success,3,0
AUTH-023987,CUST011242,2026-05-15 14:45:34,DEV-DF2D2E0E,0,177.165.115.102,Rundu,0,Home Wi-Fi,Failed then Success,4,0
AUTH-023988,CUST011243,2026-06-23 12:58:01,DEV-7B930E0D,0,21.199.60.83,Ondangwa,1,VPN,Success,0,0
AUTH-023989,CUST011244,2026-08-16 22:32:25,DEV-3756ED08,1,205.62.227.214,Walvis Bay,0,Home Wi-Fi,Success,0,1
AUTH-023990,CUST011244,2026-07-18 17:16:37,DEV-FBB0BC8B,1,151.31.57.33,Henties Bay,0,Home Wi-Fi,Success,0,0
AUTH-023991,CUST011244,2026-03-26 11:01:19,DEV-CB89C983,1,223.132.114.67,Henties Bay,0,Home Wi-Fi,Success,0,0
AUTH-023992,CUST011244,2026-04-17 08:03:18,DEV-6D633052,1,69.150.75.23,Walvis Bay,0,Mobile Data,Success,0,0
AUTH-023993,CUST011245,2026-08-15 17:39:12,DEV-B196AA78,1,217.108.33.67,Swakopmund,0,Mobile Data,Success,0,0
AUTH-023994,CUST011246,2026-06-15 06:49:46,DEV-984B17AE,0,99.113.136.54,Katima Mulilo,0,Home Wi-Fi,Success,0,0
AUTH-023995,CUST011246,2026-08-18 19:38:11,DEV-984B17AE,0,189.126.255.84,Gobabis,0,Home Wi-Fi,Success,0,0
AUTH-023996,CUST011246,2026-07-03 15:20:14,DEV-984B17AE,0,171.240.163.114,Katima Mulilo,0,Home Wi-Fi,Success,0,0
AUTH-023997,CUST011247,2026-08-28 20:37:29,DEV-AA35697B,0,125.193.174.149,Luderitz,0,Public Wi-Fi,Success,0,0
AUTH-023998,CUST011248,2026-06-12 09:00:39,DEV-816F14BB,1,208.193.85.214,Walvis Bay,0,Home Wi-Fi,Success,0,0
AUTH-023999,CUST011248,2026-07-29 17:27:15,DEV-65A8C634,1,163.192.107.117,Keetmanshoop,1,VPN,Success,0,0
AUTH-024000,CUST011248,2026-09-06 17:02:03,DEV-D60F4ED8,0,71.48.225.188,Swakopmund,0,Home Wi-Fi,Success,0,0
AUTH-024001,CUST011249,2026-04-27 08:50:07,DEV-2F6A8852,0,220.208.36.193,Karasburg,1,Public Wi-Fi,Success,0,0
AUTH-024002,CUST011249,2026-04-15 19:33:17,DEV-9D23D8C2,1,159.156.127.153,Keetmanshoop,1,Public Wi-Fi,Success,0,0
AUTH-024003,CUST011250,2026-06-05 23:27:04,DEV-D154B3E0,0,129.172.222.167,Ondangwa,0,Home Wi-Fi,Failed then Success,1,1
AUTH-024004,CUST011251,2026-06-25 19:17:47,DEV-134C9FD2,0,194.175.97.54,Keetmanshoop,0,Mobile Data,Success,0,0
AUTH-024005,CUST011251,2026-05-31 06:12:36,DEV-602067D9,0,221.99.38.20,Keetmanshoop,0,Mobile Data,Success,0,0
AUTH-024006,CUST011251,2026-09-12 04:52:06,DEV-79059631,1,53.168.11.91,Luderitz,0,Mobile Data,Success,0,1
AUTH-024007,CUST011251,2026-05-25 12:04:00,DEV-66476743,1,176.220.49.245,Karasburg,0,Public Wi-Fi,Success,0,0
AUTH-024008,CUST011253,2026-07-03 01:26:55,DEV-CE077AD4,1,220.166.214.86,Luderitz,0,Home Wi-Fi,Success,0,1
AUTH-024009,CUST011253,2026-09-01 16:33:32,DEV-C6E83F5E,0,207.190.44.245,Karasburg,0,Mobile Data,Success,0,0
AUTH-024010,CUST011254,2026-04-03 15:53:03,DEV-606C7DB2,1,204.235.203.159,Oshakati,0,Mobile Data,Failed then Success,1,0
AUTH-024011,CUST011254,2026-08-22 18:32:46,DEV-96B21220,1,153.148.142.161,Katima Mulilo,1,Public Wi-Fi,Failed then Success,2,0
AUTH-024012,CUST011254,2026-07-07 23:55:17,DEV-7BBD65FD,0,47.70.90.41,Swakopmund,1,Home Wi-Fi,Success,0,1
AUTH-024013,CUST011255,2026-04-27 02:38:14,DEV-497E9234,0,211.41.162.9,Karasburg,0,Home Wi-Fi,Success,0,1
AUTH-024014,CUST011255,2026-06-20 09:40:48,DEV-B9942BAC,0,5.234.210.66,Karasburg,0,Home Wi-Fi,Success,0,0
AUTH-024015,CUST011255,2026-05-22 12:24:49,DEV-B4116238,1,12.196.231.108,Karasburg,0,Home Wi-Fi,Failed then Success,1,0
AUTH-024016,CUST011256,2026-05-21 19:13:36,DEV-C0976D5F,0,212.68.133.166,Henties Bay,0,Home Wi-Fi,Failed then Success,3,0
AUTH-024017,CUST011257,2026-06-10 11:05:23,DEV-5B52793C,0,149.172.225.242,Tsumeb,1,VPN,Failed then Success,2,0
AUTH-024018,CUST011258,2026-04-26 06:31:23,DEV-518AE930,0,223.224.15.193,Henties Bay,0,Mobile Data,Success,0,0
AUTH-024019,CUST011258,2026-08-13 19:31:48,DEV-518AE930,0,221.125.97.62,Walvis Bay,0,Mobile Data,Success,0,0
AUTH-024020,CUST011258,2026-06-28 18:29:59,DEV-518AE930,0,221.214.88.120,Walvis Bay,0,Home Wi-Fi,Success,0,0
AUTH-024021,CUST011258,2026-04-03 16:43:34,DEV-518AE930,0,195.118.225.106,Swakopmund,0,Home Wi-Fi,Success,0,0
AUTH-024022,CUST011258,2026-07-13 16:31:33,DEV-518AE930,0,206.32.152.65,Henties Bay,0,Mobile Data,Success,0,0
AUTH-024023,CUST011258,2026-06-13 13:22:29,DEV-518AE930,0,171.160.130.196,Swakopmund,0,Public Wi-Fi,Failed then Success,1,0
AUTH-024024,CUST011258,2026-05-19 08:18:13,DEV-518AE930,0,22.47.98.154,Swakopmund,0,VPN,Success,0,0
AUTH-024025,CUST011260,2026-04-15 07:07:05,DEV-03A92802,0,193.33.79.151,Tsumeb,0,Home Wi-Fi,Success,0,0
AUTH-024026,CUST011260,2026-05-28 11:37:18,DEV-03A92802,0,217.131.104.125,Ondangwa,0,Home Wi-Fi,Failed then Success,1,0
AUTH-024027,CUST011260,2026-06-09 06:57:45,DEV-03A92802,0,217.140.179.25,Tsumeb,0,Home Wi-Fi,Failed then Success,2,0
AUTH-024028,CUST011260,2026-09-13 08:27:17,DEV-03A92802,0,220.84.206.120,Ondangwa,0,Mobile Data,Success,0,0
AUTH-024029,CUST011261,2026-04-28 08:35:23,DEV-A77D7165,0,212.17.38.93,Katima Mulilo,0,Home Wi-Fi,Success,0,0
AUTH-024030,CUST011261,2026-07-06 01:26:33,DEV-A77D7165,0,175.63.204.47,Katima Mulilo,0,VPN,Success,0,1
AUTH-024031,CUST011262,2026-08-13 09:35:01,DEV-E6925741,0,74.216.84.12,Gobabis,0,Home Wi-Fi,Success,0,0
AUTH-024032,CUST011263,2026-05-07 21:36:56,DEV-EB1665B2,0,30.249.54.188,Karasburg,0,Home Wi-Fi,Success,0,0
AUTH-024033,CUST011263,2026-08-19 18:26:33,DEV-EB1665B2,0,165.242.120.247,Luderitz,0,Mobile Data,Failed then Success,1,0
AUTH-024034,CUST011263,2026-08-17 21:04:05,DEV-19078A38,0,204.251.191.124,Luderitz,0,Mobile Data,Success,0,0
AUTH-024035,CUST011263,2026-04-30 11:00:49,DEV-19078A38,0,163.8.86.183,Luderitz,0,Home Wi-Fi,Success,0,0
AUTH-024036,CUST011264,2026-08-29 00:48:27,DEV-3BCCCEC9,0,178.23.109.54,Walvis Bay,0,VPN,Success,0,1
AUTH-024037,CUST011264,2026-06-03 09:16:24,DEV-3BCCCEC9,0,172.107.146.209,Henties Bay,0,VPN,Success,0,0
AUTH-024038,CUST011265,2026-08-05 00:51:25,DEV-A4CA57B2,0,223.39.240.100,Swakopmund,0,Home Wi-Fi,Success,0,1
AUTH-024039,CUST011265,2026-08-21 14:14:21,DEV-2A6C204D,0,212.248.254.60,Swakopmund,0,Home Wi-Fi,Failed then Success,4,0
AUTH-024040,CUST011266,2026-06-08 21:12:07,DEV-648407B3,0,12.152.217.221,Oshakati,0,VPN,Success,0,0
AUTH-024041,CUST011267,2026-07-05 20:40:54,DEV-3DB61651,0,153.239.47.20,Karasburg,0,Home Wi-Fi,Success,0,0
AUTH-024042,CUST011267,2026-07-10 19:13:00,DEV-82D64CC1,0,149.176.4.86,Karasburg,0,Home Wi-Fi,Failed then Success,3,0
AUTH-024043,CUST011267,2026-05-09 08:45:12,DEV-82D64CC1,0,178.144.235.243,Keetmanshoop,0,Mobile Data,Success,0,0
AUTH-024044,CUST011269,2026-07-15 18:56:06,DEV-3B065A92,0,173.144.72.116,Ondangwa,0,Home Wi-Fi,Success,0,0
AUTH-024045,CUST011269,2026-08-17 10:38:21,DEV-C8324EF9,0,57.208.149.65,Oshakati,0,Public Wi-Fi,Success,0,0
AUTH-024046,CUST011269,2026-09-05 10:30:03,DEV-C8324EF9,0,44.205.189.105,Oshakati,0,Public Wi-Fi,Success,0,0
AUTH-024047,CUST011269,2026-05-11 14:47:55,DEV-51CB6BD1,1,134.239.115.125,Ondangwa,0,Mobile Data,Success,0,0
AUTH-024048,CUST011269,2026-04-21 04:40:27,DEV-2B3D2320,1,77.228.220.74,Oshakati,0,Home Wi-Fi,Success,0,1
AUTH-024049,CUST011270,2026-08-20 17:28:01,DEV-5B65F481,0,176.67.252.206,Karasburg,0,Mobile Data,Success,0,0
AUTH-024050,CUST011270,2026-08-13 00:45:29,DEV-A46DBFCE,1,184.70.89.188,Luderitz,0,Mobile Data,Success,0,1
AUTH-024051,CUST011271,2026-08-02 07:36:06,DEV-2EFE5C0F,1,54.23.35.200,Luderitz,0,Mobile Data,Success,0,0
AUTH-024052,CUST011271,2026-05-21 17:43:04,DEV-0A538D3B,1,183.27.85.138,Luderitz,0,Mobile Data,Success,0,0
AUTH-024053,CUST011272,2026-04-04 09:44:23,DEV-7A680039,0,186.26.93.199,Karasburg,0,Public Wi-Fi,Failed then Success,2,0
AUTH-024054,CUST011272,2026-07-27 11:55:33,DEV-7BE87D21,1,215.141.29.157,Luderitz,0,Home Wi-Fi,Success,0,0
AUTH-024055,CUST011272,2026-05-22 06:02:34,DEV-13A9636E,1,155.233.250.17,Walvis Bay,1,Public Wi-Fi,Success,0,0
AUTH-024056,CUST011272,2026-05-09 21:32:12,DEV-52B350EB,0,162.75.17.139,Keetmanshoop,0,Home Wi-Fi,Success,0,0
AUTH-024057,CUST011273,2026-07-13 14:03:37,DEV-9F6337B6,1,158.65.97.225,Swakopmund,0,Mobile Data,Success,0,0
AUTH-024058,CUST011274,2026-07-23 21:32:15,DEV-D6A24AF4,0,25.53.20.56,Swakopmund,1,Mobile Data,Success,0,0
AUTH-024059,CUST011274,2026-09-10 07:10:39,DEV-8FE63804,1,190.45.249.251,Ondangwa,0,Home Wi-Fi,Failed then Success,2,0
AUTH-024060,CUST011274,2026-08-05 19:47:54,DEV-24C3CD8F,1,158.23.144.139,Oshakati,0,Home Wi-Fi,Success,0,0
AUTH-024061,CUST011274,2026-04-26 19:21:53,DEV-D6A24AF4,0,142.100.98.15,Tsumeb,0,Home Wi-Fi,Success,0,0
AUTH-024062,CUST011275,2026-08-13 11:10:52,DEV-663F723A,1,219.180.80.101,Katima Mulilo,0,Home Wi-Fi,Success,0,0
AUTH-024063,CUST011275,2026-06-10 00:31:17,DEV-FFE120F7,1,215.35.2.177,Rundu,0,Home Wi-Fi,Success,0,1
AUTH-024064,CUST011275,2026-04-11 11:42:27,DEV-8DB9F69E,1,128.192.79.118,Rundu,0,Home Wi-Fi,Failed then Success,3,0
AUTH-024065,CUST011276,2026-07-24 11:41:32,DEV-9178B9B5,1,121.60.2.159,Gobabis,1,Mobile Data,Success,0,0
AUTH-024066,CUST011277,2026-06-29 17:26:33,DEV-BC535911,1,218.44.146.18,Katima Mulilo,0,Home Wi-Fi,Success,0,0
AUTH-024067,CUST011277,2026-07-16 08:52:51,DEV-D531CFC5,0,13.45.82.151,Katima Mulilo,0,Home Wi-Fi,Success,0,0
AUTH-024068,CUST011277,2026-06-27 07:14:31,DEV-4C31CB8C,1,176.128.46.137,Swakopmund,1,Mobile Data,Success,0,0
AUTH-024069,CUST011278,2026-04-07 18:10:30,DEV-2E5174EB,0,182.149.85.6,Keetmanshoop,0,Mobile Data,Success,0,0
AUTH-024070,CUST011278,2026-05-24 15:56:45,DEV-2D502FC7,0,214.91.115.179,Karasburg,0,Public Wi-Fi,Success,0,0
AUTH-024071,CUST011279,2026-09-06 17:39:38,DEV-CFAC344C,1,208.228.213.82,Rundu,0,Mobile Data,Failed then Success,2,0
AUTH-024072,CUST011279,2026-07-26 00:41:30,DEV-C1E0E014,1,190.150.53.233,Rundu,0,Mobile Data,Success,0,1
AUTH-024073,CUST011279,2026-08-30 16:03:57,DEV-272A6190,1,118.148.84.83,Gobabis,0,Public Wi-Fi,Success,0,0
AUTH-024074,CUST011280,2026-06-28 13:55:49,DEV-DB3DEB03,1,209.194.104.200,Tsumeb,0,Home Wi-Fi,Success,0,0
AUTH-024075,CUST011280,2026-09-18 10:05:28,DEV-A95B3956,0,22.3.231.32,Tsumeb,0,Home Wi-Fi,Success,0,0
AUTH-024076,CUST011280,2026-07-23 19:42:46,DEV-39AA8494,0,112.145.157.43,Swakopmund,1,Public Wi-Fi,Failed then Success,1,0
AUTH-024077,CUST011281,2026-04-20 23:17:24,DEV-EBAF94F2,0,167.47.50.158,Keetmanshoop,0,VPN,Success,0,1
AUTH-024078,CUST011281,2026-05-07 10:43:05,DEV-EBAF94F2,0,35.144.245.103,Karasburg,0,Home Wi-Fi,Success,0,0
AUTH-024079,CUST011283,2026-04-02 00:10:05,DEV-F97D16CF,0,80.12.122.87,Tsumeb,0,Mobile Data,Success,0,1
AUTH-024080,CUST011283,2026-09-01 03:30:43,DEV-F97D16CF,0,208.60.158.115,Luderitz,1,Mobile Data,Success,0,1
AUTH-024081,CUST011285,2026-08-27 16:36:17,DEV-10D51225,1,184.50.15.229,Tsumeb,0,Home Wi-Fi,Success,0,0
AUTH-024082,CUST011285,2026-06-10 12:06:03,DEV-C5623664,1,213.233.154.142,Tsumeb,0,Home Wi-Fi,Failed then Success,2,0
AUTH-024083,CUST011286,2026-09-15 04:34:36,DEV-EBEA9D17,0,116.214.42.138,Rundu,0,Home Wi-Fi,Success,0,1
AUTH-024084,CUST011286,2026-05-20 06:22:32,DEV-2BC6AF80,0,2.0.134.13,Walvis Bay,1,VPN,Success,0,0
AUTH-024085,CUST011286,2026-05-03 10:37:46,DEV-2F809E93,1,213.64.237.73,Gobabis,0,Home Wi-Fi,Success,0,0
AUTH-024086,CUST011286,2026-05-02 19:54:59,DEV-EC2031E6,1,213.152.18.156,Rundu,0,Home Wi-Fi,Success,0,0
AUTH-024087,CUST011286,2026-05-05 11:41:15,DEV-EBEA9D17,0,219.160.106.157,Gobabis,0,Public Wi-Fi,Success,0,0
AUTH-024088,CUST011287,2026-07-10 23:48:46,DEV-CB565168,1,145.187.57.106,Karasburg,0,Home Wi-Fi,Success,0,1
AUTH-024089,CUST011288,2026-04-01 18:57:32,DEV-C9D0091B,0,128.194.232.203,Katima Mulilo,0,Home Wi-Fi,Success,0,0
AUTH-024090,CUST011288,2026-04-18 17:00:16,DEV-5268A130,0,67.93.73.28,Gobabis,0,VPN,Failed then Success,1,0
AUTH-024091,CUST011289,2026-08-17 10:40:56,DEV-BDC36A7B,0,151.63.112.99,Gobabis,1,Public Wi-Fi,Success,0,0
AUTH-024092,CUST011289,2026-04-08 14:54:17,DEV-BDC36A7B,0,9.93.60.151,Walvis Bay,0,Mobile Data,Success,0,0
AUTH-024093,CUST011289,2026-03-28 15:28:54,DEV-BDC36A7B,0,152.21.42.203,Swakopmund,0,Mobile Data,Success,0,0
AUTH-024094,CUST011290,2026-05-28 13:29:12,DEV-107111F4,0,142.195.211.237,Luderitz,0,Public Wi-Fi,Success,0,0
AUTH-024095,CUST011290,2026-08-14 11:35:01,DEV-107111F4,0,70.251.0.82,Luderitz,0,Home Wi-Fi,Success,0,0
AUTH-024096,CUST011290,2026-09-12 06:38:35,DEV-107111F4,0,133.107.171.234,Keetmanshoop,0,Home Wi-Fi,Success,0,0
AUTH-024097,CUST011291,2026-05-27 02:12:23,DEV-4102D3AC,0,149.236.251.52,Karasburg,1,Public Wi-Fi,Success,0,1
AUTH-024098,CUST011291,2026-08-27 21:09:20,DEV-4102D3AC,0,208.19.92.6,Henties Bay,0,Home Wi-Fi,Failed then Success,2,0
AUTH-024099,CUST011292,2026-07-16 08:29:12,DEV-28ECBE36,0,181.100.248.116,Tsumeb,0,Mobile Data,Success,0,0
AUTH-024100,CUST011293,2026-04-14 17:12:36,DEV-48FBD221,0,197.241.9.154,Gobabis,0,Home Wi-Fi,Success,0,0
AUTH-024101,CUST011293,2026-06-12 07:24:12,DEV-48FBD221,0,190.19.198.67,Rundu,0,Home Wi-Fi,Success,0,0
AUTH-024102,CUST011293,2026-06-24 20:39:18,DEV-48FBD221,0,18.65.214.202,Rundu,0,Home Wi-Fi,Success,0,0
AUTH-024103,CUST011295,2026-05-02 10:14:23,DEV-E855DE98,0,213.63.1.242,Walvis Bay,0,Mobile Data,Failed then Success,4,0
AUTH-024104,CUST011296,2026-05-18 13:42:23,DEV-315AC0C8,0,129.35.57.156,Karasburg,1,Public Wi-Fi,Success,0,0
AUTH-024105,CUST011296,2026-06-02 17:43:33,DEV-12C0313D,1,165.101.46.13,Rundu,0,Mobile Data,Success,0,0
AUTH-024106,CUST011296,2026-04-08 00:42:27,DEV-FD128FC0,1,160.138.136.11,Rundu,0,Home Wi-Fi,Success,0,1
AUTH-024107,CUST011296,2026-05-25 21:33:16,DEV-85BF4CA5,0,218.40.197.194,Keetmanshoop,1,Public Wi-Fi,Success,0,0
