Claim_ID,Customer_ID,Policy_Number,Age,Gender,Region,Policy_Type,Premium_Amount,Coverage_Amount,Claim_Amount,Claim_Type,Credit_Score,Fraud_Risk_Score,Fraud_Flag,Claim_Status,Settlement_Amount,Claim_Date,Handled_By_Staff_ID,Identity_Changed_Flag,KYC_Update_Date,Days_KYC_To_Claim,Enriched_Address_Change_Flag,Enriched_Past_Claims_Count,Enriched_Witness_Present,Enriched_Police_Report_Filed,Enriched_Safety_Rating,Enriched_Days_Open,Enriched_Form_Defects_Count,Enriched_Claim_Channel
CLM030124,CUST011782,POL0244083,55,Male,West,Auto,1280.18,23881.94,17096.79,Accident,680,18.54,No,Approved,11026.98,2026-03-22 20:35:26.333686,AGENT00201,0,,,1,0,0,0,86,10.12821134,4,Broker
CLM030125,CUST006412,POL0268500,75,Male,South,Home,1999.81,73814.32,32018.46,Theft,626,62.29,No,Rejected,20783.38,2026-05-17 20:35:26.333688,AGENT01051,0,,,0,0,0,1,74,9.456571221,3,Phone
CLM030126,CUST011203,POL0103024,35,Female,North,Health,4469.45,48128.87,11291.34,Theft,595,48.18,No,Approved,10190.2,2025-09-07 20:35:26.333690,AGENT00706,0,,,0,0,0,0,90,9.877639255,0,Phone
CLM030127,CUST014155,POL0120356,55,Male,West,Life,3883.95,68177.84,2418.56,Medical,600,48.24,No,Approved,1345.11,2024-12-06 20:35:26.333692,AGENT00454,0,,,0,0,0,1,76,8.570489772,6,Broker
CLM030128,CUST012185,POL0114930,71,Female,East,Home,1895.68,26133.21,28093.8,Theft,670,41.65,No,Approved,26731.01,2025-06-18 20:35:26.333695,AGENT00090,0,,,0,1,0,1,86,11.51784352,4,Phone
CLM030129,CUST004545,POL0050832,45,Female,South,Life,2959.55,24776.8,31300.23,Property,456,29.0,No,Approved,20663.51,2025-09-12 20:35:26.333697,AGENT00718,0,,,1,2,1,1,35,7.479910084,5,Phone
CLM030130,CUST017399,POL0796708,34,Female,North,Auto,1498.29,32272.05,8118.5,Medical,709,88.18,Yes,Under Review,6053.94,2025-10-14 20:35:26.333699,AGENT00151,0,,,1,0,1,1,73,3.253818134,4,Online
CLM030131,CUST005343,POL0563750,32,Female,East,Home,727.65,61190.01,5541.46,Theft,666,36.52,No,Approved,3311.95,2025-04-02 20:35:26.333701,AGENT00917,0,,,1,0,0,1,78,7.507354002,3,Phone
CLM030132,CUST006779,POL0802116,58,Male,West,Auto,745.45,68545.95,2995.25,Medical,713,18.22,No,Approved,2848.78,2025-06-05 20:35:26.333703,AGENT00999,0,,,1,0,0,1,73,9.559145659,1,Phone
CLM030133,CUST006277,POL0782435,40,Female,North,Life,1050.59,98771.08,26601.79,Theft,738,65.56,No,Approved,16276.4,2024-10-24 20:35:26.333706,AGENT00658,1,2024-10-23 20:35:26.333706,1.0,0,0,0,1,86,12.58837962,2,Broker
CLM030134,CUST006462,POL0171318,67,Female,West,Health,4958.47,75876.32,36135.34,Theft,319,69.06,No,Rejected,19638.38,2026-05-29 20:35:26.333708,AGENT00194,0,,,0,1,0,0,85,11.62122138,4,Broker
CLM030135,CUST009986,POL0367898,34,Male,West,Home,2150.43,66803.71,22890.1,Accident,417,68.85,No,Approved,18580.84,2024-12-01 20:35:26.333710,AGENT00973,0,,,1,0,0,0,89,9.945988676,2,Broker
CLM030136,CUST009432,POL0876363,59,Male,West,Home,2841.69,83304.92,36399.95,Medical,788,42.59,No,Approved,30658.7,2026-04-11 20:35:26.333712,AGENT00391,0,,,0,0,0,1,63,8.842216403,6,Phone
CLM030137,CUST002470,POL0796448,60,Male,North,Life,991.64,26700.75,15971.9,Property,599,61.43,No,Approved,12086.53,2025-09-14 20:35:26.333714,AGENT00273,1,2025-09-02 20:35:26.333714,12.0,1,1,0,0,89,6.989234948,1,Phone
CLM030138,CUST003891,POL0768291,42,Male,South,Life,4495.6,80760.12,38522.08,Medical,738,37.62,No,Approved,27346.51,2026-02-20 20:35:26.333717,AGENT00542,0,,,1,2,0,0,68,7.385053426,3,Broker
CLM030139,CUST010452,POL0720381,31,Female,South,Life,3285.92,96248.33,21665.41,Property,826,26.28,No,Rejected,16561.29,2024-09-18 20:35:26.333719,AGENT01118,0,,,1,0,1,1,38,8.534511723,6,Phone
CLM030140,CUST004261,POL0569919,58,Female,South,Auto,1277.59,19575.25,34342.32,Property,828,95.13,Yes,Under Review,23551.58,2025-09-04 20:35:26.333721,AGENT00379,1,2025-08-17 20:35:26.333721,18.0,1,1,0,1,39,9.665109663,5,Phone
CLM030141,CUST002428,POL0333447,69,Female,East,Life,1452.77,97704.9,31081.12,Accident,622,74.66,No,Approved,24275.56,2025-09-06 20:35:26.333723,AGENT01102,0,,,1,0,0,1,89,9.885843118,5,Phone
CLM030142,CUST016605,POL0007483,77,Male,West,Home,3267.79,13238.39,26827.68,Accident,670,26.6,No,Approved,14943.22,2026-03-28 20:35:26.333725,AGENT00070,0,,,1,0,1,1,74,11.21295875,1,Phone
CLM030143,CUST005033,POL0446022,77,Male,North,Home,688.77,81330.49,19372.13,Medical,724,59.16,No,Rejected,12777.05,2024-12-06 20:35:26.333728,AGENT00113,0,,,1,3,0,1,51,8.065631144,1,Phone
CLM030144,CUST016682,POL0360703,63,Male,South,Auto,3636.9,56747.34,5407.03,Accident,792,36.56,No,Rejected,4935.12,2024-12-23 20:35:26.333730,AGENT00848,0,,,1,0,1,0,34,7.979187128,3,Phone
CLM030145,CUST013362,POL0567988,71,Male,East,Life,1137.12,14234.04,16914.66,Property,731,46.66,No,Approved,14131.88,2025-08-11 20:35:26.333732,AGENT00243,0,,,1,1,0,1,78,10.56849233,4,Broker
CLM030146,CUST019356,POL0389528,71,Male,South,Life,2551.93,7624.25,18489.21,Property,379,69.71,No,Approved,9843.85,2025-12-23 20:35:26.333734,AGENT00397,0,,,1,1,0,1,70,8.076876755,1,Broker
CLM030147,CUST004377,POL0171704,52,Male,South,Life,3800.38,31020.78,6863.67,Accident,674,61.69,No,Approved,5150.8,2025-06-10 20:35:26.333738,AGENT00179,0,,,1,0,0,1,49,3.801324844,6,Online
CLM030148,CUST017494,POL0282386,40,Male,West,Auto,3408.7,9362.13,47623.78,Theft,664,34.66,No,Rejected,42554.5,2025-06-21 20:35:26.333740,AGENT00413,0,,,1,1,0,0,64,8.408958218,6,Phone
CLM030149,CUST005041,POL0742743,43,Male,North,Home,3965.77,38926.27,22579.96,Medical,505,91.64,Yes,Under Review,17938.33,2026-06-13 20:35:26.333742,AGENT00358,0,,,0,0,1,1,74,9.766147088,0,Broker
CLM030150,CUST015857,POL0309812,53,Female,North,Health,3624.28,47608.69,28899.47,Medical,491,65.29,No,Approved,26681.51,2025-10-23 20:35:26.333745,AGENT00906,0,,,0,0,0,1,63,3.905835659,1,Online
CLM030151,CUST006212,POL0254595,30,Male,North,Auto,4880.86,30854.46,16171.74,Accident,798,98.41,Yes,Under Review,14681.21,2026-08-03 20:35:26.333747,AGENT00848,1,2026-07-26 20:35:26.333747,8.0,1,0,1,1,84,9.252359897,5,Broker
CLM030152,CUST000012,POL0077477,52,Female,East,Home,2427.31,89315.87,11006.17,Property,522,32.85,No,Approved,5732.46,2025-09-26 20:35:26.333749,AGENT01153,0,,,0,0,0,1,56,6.950871583,3,Broker
CLM030153,CUST011048,POL0621956,68,Male,South,Auto,507.56,47874.97,16858.87,Theft,316,68.65,No,Approved,14274.3,2025-05-29 20:35:26.333751,AGENT00886,0,,,0,0,0,0,83,4.103619503,2,Online
CLM030154,CUST003812,POL0458920,73,Female,West,Life,1575.41,62663.41,5012.25,Accident,523,34.97,No,Approved,4846.54,2026-05-26 20:35:26.333754,AGENT00843,0,,,1,0,0,0,87,6.593187569,4,Phone
CLM030155,CUST015964,POL0179268,32,Male,North,Health,2708.46,32171.13,33689.37,Theft,506,55.96,No,Approved,33189.83,2026-07-31 20:35:26.333756,AGENT00842,0,,,1,1,0,1,56,9.885942087,3,Broker
CLM030156,CUST015509,POL0641108,70,Male,West,Home,3420.15,95840.88,2072.09,Theft,716,93.66,Yes,Under Review,1165.91,2025-01-14 20:35:26.333758,AGENT01080,1,2024-12-24 20:35:26.333758,21.0,0,0,0,1,83,7.244712753,2,Phone
CLM030157,CUST003498,POL0242198,76,Male,South,Health,941.26,95675.57,46180.91,Theft,353,64.92,No,Rejected,36793.61,2025-10-29 20:35:26.333760,AGENT00377,0,,,1,0,1,0,75,4.083401433,1,Online
CLM030158,CUST009077,POL0586105,60,Male,East,Life,2233.72,9109.3,48641.62,Property,765,27.98,No,Approved,33460.92,2024-11-04 20:35:26.333763,AGENT00383,0,,,0,0,0,1,82,10.23456913,3,Broker
CLM030159,CUST000492,POL0546233,54,Male,West,Life,3036.23,71028.25,32097.74,Theft,633,65.19,No,Approved,26312.4,2026-07-11 20:35:26.333765,AGENT00913,0,,,0,1,1,0,51,4.457130725,0,Online
CLM030160,CUST019400,POL0046728,24,Female,North,Health,2670.15,18907.27,5492.8,Accident,449,70.12,No,Approved,4233.36,2026-02-02 20:35:26.333767,AGENT00278,0,,,0,1,0,0,85,3.244049823,1,Online
CLM030161,CUST002902,POL0554583,19,Female,South,Home,3522.2,48699.83,16561.39,Accident,522,74.55,No,Rejected,9073.77,2026-01-14 20:35:26.333769,AGENT01105,0,,,1,0,0,0,76,14.20605841,3,Broker
CLM030162,CUST007494,POL0878667,33,Male,North,Auto,711.06,26585.72,5798.06,Property,589,47.83,No,Approved,3837.7,2024-09-19 20:35:26.333772,AGENT00644,0,,,1,0,1,0,84,11.28167341,7,Broker
CLM030163,CUST007758,POL0549002,36,Female,West,Home,1400.58,89549.78,1180.96,Theft,603,95.21,Yes,Under Review,1147.33,2024-11-07 20:35:26.333774,AGENT00383,0,,,0,0,0,0,74,9.672574086,4,Phone
CLM030164,CUST017452,POL0290119,66,Female,South,Auto,2779.03,29495.51,26486.5,Theft,666,1.79,No,Approved,19810.51,2025-07-05 20:35:26.333776,AGENT00955,0,,,1,3,0,1,58,8.639326136,2,Broker
CLM030165,CUST015428,POL0832601,76,Male,West,Home,3048.3,79483.27,33049.55,Medical,571,19.71,No,Rejected,30317.89,2024-09-28 20:35:26.333778,AGENT00393,0,,,0,0,1,1,56,9.286182306,3,Phone
CLM030166,CUST000311,POL0707719,45,Male,South,Health,4769.15,5964.04,7186.57,Property,628,77.48,Yes,Under Review,6489.11,2026-05-11 20:35:26.333781,AGENT01163,0,,,1,0,1,0,57,8.396111966,2,Phone
CLM030167,CUST019268,POL0854413,74,Female,West,Health,1678.93,93429.42,40041.34,Medical,550,57.17,No,Rejected,26505.02,2025-05-26 20:35:26.333783,AGENT01184,0,,,1,0,1,1,64,10.79873359,3,Phone
CLM030168,CUST001269,POL0025387,40,Female,West,Life,3137.84,40575.12,32768.84,Theft,677,3.84,No,Approved,16416.93,2024-09-29 20:35:26.333785,AGENT00807,0,,,0,0,0,0,66,9.599407428,4,Phone
CLM030169,CUST016643,POL0824847,73,Male,South,Home,2564.97,69034.01,12629.98,Theft,397,72.34,No,Approved,9281.47,2025-08-01 20:35:26.333788,AGENT00147,0,,,1,0,0,0,20,3.770817022,2,Online
CLM030170,CUST010190,POL0574069,29,Male,East,Health,4226.44,45914.47,2033.25,Property,832,64.52,No,Approved,1866.2,2025-08-09 20:35:26.333790,AGENT00326,0,,,1,0,0,0,84,10.33370847,1,Broker
CLM030171,CUST009621,POL0115601,58,Female,East,Life,470.19,36394.35,33634.51,Medical,674,95.53,Yes,Under Review,20196.07,2025-08-02 20:35:26.333792,AGENT00612,1,2025-07-17 20:35:26.333792,16.0,1,0,0,1,46,11.48603401,5,Broker
CLM030172,CUST001042,POL0094185,26,Male,South,Health,4006.18,28389.22,16278.89,Medical,662,86.65,Yes,Under Review,13997.51,2025-01-15 20:35:26.333794,AGENT01049,1,2025-01-02 20:35:26.333794,13.0,1,1,0,1,79,3.962486508,7,Online
CLM030173,CUST008950,POL0642280,41,Female,West,Health,3900.56,70819.73,19214.2,Accident,485,12.81,No,Approved,18777.45,2026-03-23 20:35:26.333797,AGENT00241,0,,,0,0,0,1,79,8.909251519,3,Phone
CLM030174,CUST000179,POL0126756,62,Female,East,Auto,3472.55,88870.21,37139.92,Medical,532,23.57,No,Rejected,26273.5,2025-06-26 20:35:26.333799,AGENT00137,0,,,0,0,0,0,84,8.755014893,2,Phone
CLM030175,CUST014167,POL0654707,29,Female,East,Home,871.12,15222.33,7942.63,Accident,401,47.03,No,Approved,4065.28,2024-10-05 20:35:26.333801,AGENT00096,1,2024-10-02 20:35:26.333801,3.0,1,0,0,1,76,11.69336176,9,Broker
CLM030176,CUST015650,POL0085645,21,Male,South,Home,4762.09,77187.85,39400.65,Medical,649,7.9,No,Approved,26025.35,2025-05-29 20:35:26.333803,AGENT00592,0,,,1,0,0,0,50,8.284447699,4,Phone
CLM030177,CUST016947,POL0051262,55,Male,West,Life,1026.07,30473.55,21039.6,Medical,523,8.54,No,Approved,15563.34,2026-05-28 20:35:26.333806,AGENT01080,0,,,0,0,0,0,96,9.40623218,1,Broker
CLM030178,CUST009699,POL0342393,35,Male,West,Health,4184.99,71381.48,36333.51,Property,358,52.6,No,Approved,32171.65,2026-09-15 20:35:26.333808,AGENT00054,0,,,1,1,1,1,48,8.487824255,4,Broker
CLM030179,CUST015276,POL0453463,33,Female,North,Home,1914.18,30886.22,33169.77,Theft,724,54.51,No,Approved,17677.31,2026-03-30 20:35:26.333810,AGENT00262,0,,,0,0,0,1,54,8.504003643,5,Broker
CLM030180,CUST009174,POL0625200,31,Male,West,Life,875.83,93922.51,15752.99,Theft,615,93.78,Yes,Under Review,14826.59,2025-02-17 20:35:26.333812,AGENT00840,1,2025-02-02 20:35:26.333812,15.0,1,0,0,1,71,8.63705463,1,Phone
CLM030181,CUST000403,POL0133910,68,Male,South,Home,916.02,77568.29,15915.6,Property,545,71.67,No,Approved,8869.61,2025-03-18 20:35:26.333815,AGENT01019,0,,,0,0,0,0,85,4.547927698,3,Online
CLM030182,CUST004746,POL0389856,22,Female,South,Auto,2444.79,48055.35,9922.7,Theft,813,27.47,No,Approved,8057.57,2024-12-09 20:35:26.333817,AGENT01003,0,,,0,2,0,0,75,8.606374713,4,Phone
CLM030183,CUST001460,POL0028025,71,Female,North,Health,3278.21,47726.11,17020.8,Medical,519,9.95,No,Approved,12603.49,2026-03-23 20:35:26.333819,AGENT00972,0,,,1,0,0,1,89,10.74363092,6,Broker
CLM030184,CUST015511,POL0054626,60,Male,West,Health,2507.31,80352.41,18685.45,Accident,638,88.93,Yes,Under Review,15810.67,2024-10-11 20:35:26.333821,AGENT00170,1,2024-10-01 20:35:26.333821,10.0,1,0,0,1,72,3.595802588,3,Online
CLM030185,CUST013454,POL0662026,63,Female,East,Life,2929.57,75182.63,45097.5,Theft,744,88.42,Yes,Under Review,34015.94,2026-08-15 20:35:26.333824,AGENT00482,0,,,1,0,0,1,62,9.595566154,5,Broker
CLM030186,CUST001657,POL0038160,50,Male,North,Health,1128.41,44619.84,2178.07,Medical,322,83.61,Yes,Under Review,1128.59,2025-04-19 20:35:26.333826,AGENT01186,0,,,1,1,1,1,92,4.03134831,3,Online
CLM030187,CUST014473,POL0375101,53,Female,South,Auto,957.56,80360.57,20884.53,Accident,480,65.29,No,Approved,16983.43,2026-05-12 20:35:26.333828,AGENT01190,0,,,1,1,0,1,59,4.821013563,3,Online
CLM030188,CUST005797,POL0570978,47,Female,North,Life,2123.02,38350.2,7809.97,Theft,415,55.53,No,Approved,6990.88,2025-10-13 20:35:26.333830,AGENT00732,0,,,0,0,0,1,69,9.393645247,7,Phone
CLM030189,CUST012422,POL0436314,59,Male,West,Life,4482.61,93122.66,4984.53,Accident,672,75.07,Yes,Under Review,3777.22,2025-10-25 20:35:26.333832,AGENT00861,0,,,0,0,0,0,91,10.16172534,3,Broker
CLM030190,CUST018096,POL0251122,29,Male,South,Auto,1646.54,62547.87,44553.98,Theft,632,52.31,No,Approved,38915.01,2025-02-28 20:35:26.333835,AGENT01150,0,,,0,0,0,0,77,13.11188962,3,Broker
CLM030191,CUST012826,POL0290369,41,Male,South,Auto,478.72,68428.5,25193.73,Property,737,62.27,No,Approved,24470.15,2024-10-27 20:35:26.333837,AGENT00532,1,2024-10-19 20:35:26.333837,8.0,0,0,0,1,75,9.446341375,5,Broker
CLM030192,CUST003401,POL0363348,18,Female,West,Health,2510.82,9624.34,35603.0,Theft,676,40.14,No,Approved,25725.26,2025-05-19 20:35:26.333839,AGENT00181,0,,,1,0,1,1,76,11.23120326,6,Broker
CLM030193,CUST011746,POL0651945,66,Female,North,Health,2987.24,92729.17,36876.09,Medical,433,46.29,No,Rejected,36125.61,2026-02-25 20:35:26.333842,AGENT00808,0,,,0,0,0,1,93,12.70310998,1,Broker
CLM030194,CUST009561,POL0075195,78,Male,North,Auto,1396.5,51877.38,27236.04,Accident,592,75.22,Yes,Under Review,25237.52,2025-10-02 20:35:26.333844,AGENT01159,0,,,0,0,0,1,78,10.18895861,7,Phone
CLM030195,CUST011761,POL0004210,54,Male,South,Home,1720.66,39684.31,17211.02,Medical,450,50.59,No,Approved,12844.98,2026-03-28 20:35:26.333846,AGENT00844,0,,,0,0,0,0,64,7.642720658,8,Phone
CLM030196,CUST016766,POL0763445,60,Male,East,Health,3810.9,13187.83,18663.32,Accident,622,41.92,No,Approved,14411.83,2026-04-07 20:35:26.333848,AGENT00999,0,,,1,0,0,1,81,4.053168053,6,Online
CLM030197,CUST016697,POL0715218,31,Female,West,Auto,3771.51,10437.93,18926.5,Accident,605,91.84,Yes,Under Review,18351.37,2025-10-30 20:35:26.333851,AGENT00508,0,,,1,0,0,1,57,9.570301159,8,Broker
CLM030198,CUST014768,POL0286431,48,Female,South,Health,788.92,92861.45,44849.91,Medical,818,75.53,Yes,Under Review,44204.22,2026-08-18 20:35:26.333853,AGENT00126,1,2026-08-15 20:35:26.333853,3.0,0,0,0,0,86,7.858797887,3,Broker
CLM030199,CUST000280,POL0070184,41,Male,South,Home,2462.77,72434.96,29655.87,Medical,648,97.99,Yes,Under Review,19250.2,2025-06-29 20:35:26.333855,AGENT00220,0,,,1,0,0,1,79,10.6805851,3,Broker
CLM030200,CUST014754,POL0751814,37,Female,South,Health,1239.79,57129.08,23203.82,Medical,390,5.74,No,Approved,22077.61,2026-06-22 20:35:26.333857,AGENT01184,0,,,1,2,1,1,95,9.432125545,6,Phone
CLM030201,CUST011046,POL0232018,36,Female,West,Life,684.24,75526.41,18391.68,Theft,720,6.23,No,Approved,15498.72,2026-08-28 20:35:26.333859,AGENT00575,0,,,1,0,0,1,55,11.39697245,2,Broker
CLM030202,CUST002205,POL0271057,36,Male,South,Health,2904.26,79222.08,12066.75,Accident,661,95.65,Yes,Under Review,9890.9,2024-10-08 20:35:26.333862,AGENT00013,0,,,1,2,0,1,84,10.13792944,2,Broker
CLM030203,CUST009900,POL0325579,77,Female,South,Health,3902.35,13061.74,33506.62,Accident,328,76.72,Yes,Under Review,31276.62,2026-07-24 20:35:26.333864,AGENT01154,0,,,0,0,1,1,69,3.582969723,6,Online
CLM030204,CUST009062,POL0638529,67,Male,North,Home,4980.6,62821.86,15894.3,Medical,736,87.42,Yes,Under Review,11059.08,2025-12-16 20:35:26.333866,AGENT00578,0,,,0,0,0,1,90,7.198741545,7,Phone
CLM030205,CUST000386,POL0351478,48,Female,North,Life,1579.47,75887.09,20455.86,Theft,328,4.23,No,Approved,10317.75,2026-03-17 20:35:26.333868,AGENT01026,0,,,0,0,0,1,63,3.285145917,5,Online
CLM030206,CUST019744,POL0662510,69,Male,North,Health,1766.47,55424.62,16304.44,Medical,399,3.97,No,Approved,11050.2,2026-03-24 20:35:26.333870,AGENT00662,0,,,1,0,0,0,94,9.057871478,3,Broker
CLM030207,CUST015268,POL0673418,49,Female,East,Health,4492.51,57113.45,27516.72,Accident,813,7.69,No,Approved,21298.06,2024-09-29 20:35:26.333873,AGENT00135,1,2024-09-13 20:35:26.333873,16.0,0,1,0,1,72,4.601878785,3,Online
CLM030208,CUST013576,POL0292693,40,Female,South,Health,4771.01,36262.04,13604.23,Theft,482,20.41,No,Approved,9256.56,2025-02-19 20:35:26.333875,AGENT00749,0,,,1,0,0,0,76,8.939961581,7,Broker
CLM030209,CUST000120,POL0244898,71,Male,East,Home,702.63,89997.7,14106.12,Theft,664,34.61,No,Approved,12832.88,2025-10-23 20:35:26.333877,AGENT01198,1,2025-10-18 20:35:26.333877,5.0,0,0,0,1,77,10.5101158,1,Broker
CLM030210,CUST008948,POL0732624,21,Female,East,Auto,2124.12,51874.02,37562.05,Theft,384,4.28,No,Approved,19109.08,2025-08-12 20:35:26.333879,AGENT00049,0,,,1,0,0,0,79,11.2620638,2,Broker
CLM030211,CUST001961,POL0570399,25,Female,East,Auto,2792.24,8897.42,13851.38,Property,477,39.73,No,Rejected,9642.06,2025-02-25 20:35:26.333882,AGENT01032,0,,,1,0,0,1,89,10.74363092,6,Broker
CLM030212,CUST004853,POL0846488,19,Male,West,Home,4684.8,29497.85,36015.34,Theft,475,35.39,No,Approved,26155.74,2026-06-01 20:35:26.333884,AGENT00288,0,,,1,0,0,0,83,9.814545092,4,Phone
CLM030213,CUST013508,POL0583496,72,Female,East,Health,1494.79,11123.35,38650.54,Accident,306,48.57,No,Approved,35605.29,2026-09-01 20:35:26.333886,AGENT00479,0,,,1,0,0,1,85,9.939743152,5,Broker
CLM030214,CUST013805,POL0576730,47,Female,North,Home,2399.85,5556.32,45047.14,Theft,576,65.44,No,Rejected,43455.4,2025-08-29 20:35:26.333888,AGENT00463,0,,,1,0,0,1,85,8.649004528,3,Broker
CLM030215,CUST015637,POL0288185,59,Male,North,Auto,302.58,31856.46,46768.5,Accident,592,71.68,No,Approved,28137.01,2024-12-18 20:35:26.333890,AGENT01091,0,,,0,0,0,0,77,8.529563597,7,Phone
CLM030216,CUST006745,POL0221901,57,Male,West,Health,4160.81,70421.53,35604.17,Theft,601,90.26,Yes,Under Review,19912.5,2025-10-13 20:35:26.333893,AGENT00584,0,,,1,0,0,1,79,9.690862579,2,Phone
CLM030217,CUST001900,POL0052826,61,Female,South,Life,2932.95,30824.55,6324.43,Property,747,75.48,Yes,Under Review,4096.52,2025-07-03 20:35:26.333895,AGENT00530,0,,,0,2,0,1,78,8.220179212,4,Broker
CLM030218,CUST012936,POL0304858,51,Male,West,Auto,757.14,5594.87,33957.62,Theft,713,68.93,No,Rejected,18247.01,2026-08-26 20:35:26.333897,AGENT01012,0,,,0,1,0,0,81,9.863188015,0,Broker
CLM030219,CUST015077,POL0201840,44,Female,North,Health,2899.17,23481.9,41360.89,Medical,764,33.1,No,Approved,40815.95,2025-12-08 20:35:26.333899,AGENT00063,1,2025-11-23 20:35:26.333899,15.0,0,0,0,1,89,8.877334765,7,Phone
CLM030220,CUST001197,POL0719863,59,Male,North,Home,2021.02,44234.99,12297.49,Theft,346,22.79,No,Rejected,7323.63,2026-09-13 20:35:26.333902,AGENT00115,0,,,0,0,1,0,93,10.2711327,2,Broker
CLM030221,CUST017778,POL0192297,32,Male,West,Life,4611.03,81270.23,25190.08,Theft,462,6.54,No,Approved,13567.05,2026-05-24 20:35:26.333904,AGENT00034,0,,,1,0,1,0,74,9.59293025,4,Phone
CLM030222,CUST014393,POL0783069,54,Female,East,Auto,2242.09,40591.19,44685.79,Medical,317,57.19,No,Approved,39080.48,2025-04-16 20:35:26.333906,AGENT00831,0,,,1,0,0,0,90,9.958509871,4,Phone
CLM030223,CUST009749,POL0396819,56,Female,East,Home,2429.59,42813.08,38655.43,Accident,506,62.93,No,Rejected,30944.55,2025-04-13 20:35:26.333908,AGENT00626,1,2025-03-29 20:35:26.333908,15.0,1,2,0,1,43,10.34974604,2,Phone
CLM030224,CUST001878,POL0564011,46,Male,East,Health,3061.37,58848.74,34945.32,Accident,478,55.99,No,Approved,33178.58,2025-05-17 20:35:26.333910,AGENT01068,0,,,1,5,0,1,24,10.8322475,4,Broker
CLM030225,CUST017265,POL0635093,20,Female,East,Life,1200.1,22298.92,3626.07,Accident,833,85.15,Yes,Under Review,2095.72,2025-09-02 20:35:26.333913,AGENT00578,0,,,0,0,1,0,27,3.978076444,3,Online
CLM030226,CUST011364,POL0786188,46,Female,West,Home,4421.43,32662.89,37742.91,Medical,352,22.54,No,Approved,27605.86,2025-11-18 20:35:26.333915,AGENT00272,0,,,0,0,1,0,87,10.71649656,4,Broker
CLM030227,CUST007675,POL0441243,55,Male,South,Life,1292.68,88704.89,15212.83,Accident,381,56.25,No,Approved,8514.82,2025-01-30 20:35:26.333917,AGENT01000,0,,,0,0,0,0,66,10.12216427,4,Broker
CLM030228,CUST006345,POL0780457,19,Female,East,Health,302.92,7919.16,29295.2,Accident,455,1.14,No,Approved,22485.62,2025-04-09 20:35:26.333919,AGENT00374,1,2025-04-06 20:35:26.333919,3.0,1,0,0,1,47,12.45686053,8,Broker
CLM030229,CUST012755,POL0669892,78,Male,West,Auto,3005.55,82891.45,30191.39,Theft,314,59.77,No,Approved,15998.06,2024-11-12 20:35:26.333922,AGENT01132,0,,,1,0,0,1,75,3.742606626,7,Online
CLM030230,CUST009796,POL0738351,75,Male,West,Health,1655.9,8493.14,36739.71,Accident,313,77.85,Yes,Under Review,27925.5,2025-03-30 20:35:26.333924,AGENT00310,1,2025-03-27 20:35:26.333924,3.0,0,0,1,0,86,8.917063604,3,Phone
CLM030231,CUST011713,POL0566956,25,Male,East,Health,1680.25,75387.09,23921.21,Property,416,23.65,No,Approved,14960.32,2026-05-29 20:35:26.333926,AGENT00219,0,,,0,0,1,1,91,8.079098145,2,Phone
CLM030232,CUST011979,POL0300640,22,Female,East,Life,3849.59,8806.42,13738.83,Medical,560,5.99,No,Approved,7655.3,2026-01-09 20:35:26.333929,AGENT00575,0,,,1,0,1,1,44,4.041602077,5,Online
CLM030233,CUST005032,POL0313694,70,Female,South,Health,4903.59,72764.54,5039.03,Property,346,11.14,No,Approved,2866.28,2025-07-21 20:35:26.333932,AGENT00068,0,,,1,1,0,1,84,7.370634727,2,Broker
CLM030234,CUST013056,POL0443222,18,Female,North,Life,4732.99,49495.02,21792.91,Theft,769,44.33,No,Rejected,15242.26,2025-06-13 20:35:26.333935,AGENT00051,0,,,0,0,0,0,92,8.897082543,2,Broker
CLM030235,CUST015910,POL0301962,37,Male,South,Auto,3055.61,31978.18,41686.92,Property,374,29.47,No,Rejected,30403.91,2024-10-08 20:35:26.333937,AGENT00576,0,,,0,0,1,1,19,3.965850861,2,Online
CLM030236,CUST012886,POL0243435,31,Female,East,Life,3202.67,48619.71,40205.67,Theft,470,79.49,Yes,Under Review,38479.5,2026-02-14 20:35:26.333939,AGENT00265,0,,,1,2,*,1,82,10.73588874,2,Broker
CLM030237,CUST005484,POL0865387,20,Male,South,Life,2383.4,20461.06,45647.32,Accident,595,23.5,No,Approved,38442.61,2026-02-18 20:35:26.333942,AGENT00012,0,,,0,0,0,0,73,9.52195684,8,Broker
CLM030238,CUST008390,POL0692410,77,Male,North,Life,2882.79,90454.32,35884.29,Theft,753,52.14,No,Approved,24503.13,2024-11-10 20:35:26.333944,AGENT00377,0,,,1,1,0,0,86,10.43308993,4,Broker
CLM030239,CUST008540,POL0577355,37,Male,South,Home,622.23,17588.99,26822.05,Accident,542,94.4,Yes,Under Review,26124.5,2025-12-03 20:35:26.333946,AGENT00552,1,2025-11-24 20:35:26.333946,9.0,1,0,0,1,91,9.834751143,3,Broker
CLM030240,CUST015595,POL0558923,57,Male,West,Auto,954.94,94708.86,48830.96,Property,402,54.47,No,Approved,32229.97,2026-01-29 20:35:26.333949,AGENT00479,0,,,0,0,0,1,78,3.996552477,4,Online
